id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,lift,leverage,conviction,zhangs_metric,kulczynski,imbalance_ratio,cosine,composite_score,rule_category
302,"GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L",CERAMIC PLANT POT WHITE,0.058876,0.111461,0.035056,0.59542,5.341972,0.028494,2.196201,0.863652,0.454968,0.388704,0.432746,0.7054,High-Lift Affinity Pair
303,CERAMIC PLANT POT WHITE,"GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L",0.111461,0.058876,0.035056,0.314516,5.341972,0.028494,1.372933,0.914763,0.454968,0.388704,0.432746,0.6262,High-Lift Affinity Pair
304,"MECHANICAL KEYBOARD, WIRELESS ERGONOMIC MOUSE","LARGE DESK PAD BLACK, MONITOR LIGHT BAR",0.056629,0.057978,0.017528,0.309524,5.338686,0.014245,1.364308,0.861472,0.305925,0.013889,0.305904,0.5945,High-Lift Affinity Pair
305,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR","MECHANICAL KEYBOARD, WIRELESS ERGONOMIC MOUSE",0.057978,0.056629,0.017528,0.302326,5.338686,0.014245,1.352165,0.862706,0.305925,0.013889,0.305904,0.5925,High-Lift Affinity Pair
306,"HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",HEART OF WICKER SMALL,0.062472,0.10382,0.034607,0.553957,5.335731,0.028121,2.009177,0.866731,0.443645,0.313993,0.429712,0.6922,High-Lift Affinity Pair
307,REGENCY CAKESTAND 3 TIER,"HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",0.113258,0.062472,0.037753,0.333333,5.335731,0.030677,1.406292,0.916371,0.468825,0.368078,0.448819,0.6354,High-Lift Affinity Pair
308,HEART OF WICKER SMALL,"HEART OF WICKER LARGE, WHITE HANGING HEART T-LIGHT HOLDER",0.10382,0.062472,0.034607,0.333333,5.335731,0.028121,1.406292,0.90672,0.443645,0.313993,0.429712,0.63,High-Lift Affinity Pair
309,"CERAMIC COFFEE MUG, PURE CANE SUGAR","COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP",0.062921,0.06427,0.021573,0.342857,5.334665,0.017529,1.423937,0.867106,0.339261,0.012766,0.339242,0.6105,High-Lift Affinity Pair
310,"COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP","CERAMIC COFFEE MUG, PURE CANE SUGAR",0.06427,0.062921,0.021573,0.335664,5.334665,0.017529,1.41055,0.868356,0.339261,0.012766,0.339242,0.6085,High-Lift Affinity Pair
311,WIRELESS ERGONOMIC MOUSE,MONITOR LIGHT BAR,0.103371,0.109213,0.060225,0.582609,5.334586,0.048935,2.134176,0.906221,0.567025,0.038348,0.56681,0.7407,High-Lift Affinity Pair
312,MONITOR LIGHT BAR,WIRELESS ERGONOMIC MOUSE,0.109213,0.103371,0.060225,0.55144,5.334586,0.048935,1.998907,0.912165,0.567025,0.038348,0.56681,0.732,High-Lift Affinity Pair
313,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE","GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",0.063371,0.070562,0.02382,0.375887,5.327054,0.019349,1.489213,0.867236,0.356733,0.065306,0.356219,0.6231,High-Lift Affinity Pair
314,"GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL","AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE",0.070562,0.063371,0.02382,0.33758,5.327054,0.019349,1.41395,0.873946,0.356733,0.065306,0.356219,0.6122,High-Lift Affinity Pair
315,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",ORGANIC POTTING SOIL 10L,0.060674,0.101573,0.032809,0.540741,5.323664,0.026646,1.956252,0.86462,0.431875,0.315972,0.417928,0.6847,High-Lift Affinity Pair
316,ORGANIC POTTING SOIL 10L,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",0.101573,0.060674,0.032809,0.323009,5.323664,0.026646,1.387501,0.903979,0.431875,0.315972,0.417928,0.6233,High-Lift Affinity Pair
317,"CERAMIC COFFEE MUG, FRENCH VANILLA SYRUP, PURE CANE SUGAR",COLOMBIAN ROAST COFFEE,0.035506,0.114157,0.021573,0.607595,5.322436,0.01752,2.25747,0.842012,0.398286,0.614035,0.338853,0.6866,High-Confidence Cross-Sell
318,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",SWEET CREAM BUTTER,0.028315,0.107416,0.01618,0.571429,5.319785,0.013138,2.082697,0.835685,0.361028,0.661654,0.293382,0.6673,High-Lift Affinity Pair
319,"MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER","MONITOR LIGHT BAR, WIRELESS ERGONOMIC MOUSE",0.057528,0.060225,0.018427,0.320312,5.318622,0.014962,1.382658,0.861544,0.313141,0.027149,0.313059,0.5977,High-Lift Affinity Pair
320,"ALMOND DANISH, BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",PAIN AU CHOCOLAT,0.033708,0.120449,0.021573,0.64,5.313433,0.017513,2.443196,0.840116,0.409552,0.654237,0.338566,0.6955,High-Confidence Cross-Sell
321,"LED GROW LIGHT BULB, ORGANIC POTTING SOIL 10L",CERAMIC PLANT POT WHITE,0.053933,0.111461,0.03191,0.591667,5.3083,0.025899,2.176015,0.857884,0.438978,0.430976,0.411568,0.697,High-Lift Affinity Pair
322,MECHANICAL KEYBOARD,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR",0.105169,0.057978,0.03236,0.307692,5.307096,0.026262,1.360699,0.906956,0.432916,0.360825,0.41441,0.6173,High-Lift Affinity Pair
323,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",AGED PARMESAN REGGIANO,0.065618,0.102022,0.035506,0.541096,5.303693,0.028811,1.956787,0.868437,0.444557,0.27551,0.433948,0.6876,High-Lift Affinity Pair
324,AGED PARMESAN REGGIANO,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",0.102022,0.065618,0.035506,0.348018,5.303693,0.028811,1.43314,0.903644,0.444557,0.27551,0.433948,0.6332,High-Lift Affinity Pair
325,"BLUEBERRY SCONE, PAIN AU CHOCOLAT","CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",0.062022,0.065618,0.021573,0.347826,5.300774,0.017503,1.432719,0.864998,0.338297,0.033898,0.338162,0.6095,High-Lift Affinity Pair
326,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER","BLUEBERRY SCONE, PAIN AU CHOCOLAT",0.065618,0.062022,0.021573,0.328767,5.300774,0.017503,1.397395,0.868326,0.338297,0.033898,0.338162,0.6041,High-Lift Affinity Pair
327,"COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",CERAMIC COFFEE MUG,0.061573,0.107416,0.035056,0.569343,5.30037,0.028442,2.072611,0.864568,0.447851,0.342282,0.431058,0.6949,High-Lift Affinity Pair
328,CERAMIC COFFEE MUG,"COLOMBIAN ROAST COFFEE, PURE CANE SUGAR",0.107416,0.061573,0.035056,0.32636,5.30037,0.028442,1.393069,0.908972,0.447851,0.342282,0.431058,0.6264,High-Lift Affinity Pair
329,CERAMIC COFFEE MUG,PURE CANE SUGAR,0.107416,0.110562,0.062921,0.585774,5.29816,0.051045,2.14723,0.908884,0.57744,0.02029,0.57738,0.7433,High-Lift Affinity Pair
330,PURE CANE SUGAR,CERAMIC COFFEE MUG,0.110562,0.107416,0.062921,0.569106,5.29816,0.051045,2.071469,0.912098,0.57744,0.02029,0.57738,0.7386,High-Lift Affinity Pair
331,AGED PARMESAN REGGIANO,ARTISAN PASTA PENNE,0.102022,0.117303,0.063371,0.621145,5.295205,0.051403,2.329909,0.903308,0.580688,0.097983,0.579277,0.7538,High-Confidence Cross-Sell
332,ARTISAN PASTA PENNE,AGED PARMESAN REGGIANO,0.117303,0.102022,0.063371,0.54023,5.295205,0.051403,1.953101,0.918945,0.580688,0.097983,0.579277,0.7311,High-Lift Affinity Pair
333,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",CROISSANT ALL BUTTER,0.033708,0.120899,0.021573,0.64,5.29368,0.017498,2.441948,0.83939,0.409219,0.655405,0.337936,0.6941,High-Confidence Cross-Sell
334,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES","ORGANIC EGGS DOZEN, WHOLE WHEAT BREAD",0.053483,0.062022,0.017528,0.327731,5.28407,0.014211,1.395242,0.856564,0.30517,0.087156,0.304335,0.5958,High-Lift Affinity Pair
335,HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.107416,0.110112,0.062472,0.58159,5.281786,0.050644,2.126831,0.908228,0.574468,0.017391,0.574424,0.7403,High-Lift Affinity Pair
336,WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER LARGE,0.110112,0.107416,0.062472,0.567347,5.281786,0.050644,2.063049,0.91098,0.574468,0.017391,0.574424,0.7363,High-Lift Affinity Pair
337,"ORGANIC EGGS DOZEN, WHOLE WHEAT BREAD",ORGANIC WHOLE MILK,0.062022,0.10427,0.034157,0.550725,5.281734,0.02769,1.993722,0.864273,0.439155,0.319728,0.424747,0.6867,High-Lift Affinity Pair
338,ORGANIC WHOLE MILK,"ORGANIC EGGS DOZEN, WHOLE WHEAT BREAD",0.10427,0.062022,0.034157,0.327586,5.281734,0.02769,1.394941,0.905036,0.439155,0.319728,0.424747,0.6239,High-Lift Affinity Pair
339,"SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",HEART OF WICKER SMALL,0.060674,0.10382,0.033258,0.548148,5.279782,0.026959,1.983349,0.862957,0.434247,0.328767,0.419043,0.6844,High-Lift Affinity Pair
340,HEART OF WICKER SMALL,"SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",0.10382,0.060674,0.033258,0.320346,5.279782,0.026959,1.382065,0.904504,0.434247,0.328767,0.419043,0.6202,High-Lift Affinity Pair
341,"GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L",LED GROW LIGHT BULB,0.058876,0.105618,0.032809,0.557252,5.276108,0.026591,2.02007,0.861169,0.433945,0.354949,0.416057,0.6861,High-Lift Affinity Pair
342,LED GROW LIGHT BULB,"GARDENING GLOVES PAIR, ORGANIC POTTING SOIL 10L",0.105618,0.058876,0.032809,0.310638,5.276108,0.026591,1.36521,0.906175,0.433945,0.354949,0.416057,0.6166,High-Lift Affinity Pair
343,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",PURE CANE SUGAR,0.03236,0.110562,0.018876,0.583333,5.276084,0.015299,2.134652,0.837569,0.377033,0.630435,0.315584,0.6719,High-Lift Affinity Pair
344,"HEART OF WICKER LARGE, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",SET OF 3 CAKE TINS PANTRY,0.037753,0.106067,0.021124,0.559524,5.275172,0.017119,2.029469,0.842229,0.379338,0.556777,0.333812,0.6684,High-Lift Affinity Pair
345,"BLUEBERRY SCONE, PAIN AU CHOCOLAT","ALMOND DANISH, CROISSANT ALL BUTTER",0.062022,0.068764,0.022472,0.362319,5.269016,0.018207,1.460347,0.863785,0.344558,0.062241,0.3441,0.6129,High-Lift Affinity Pair
346,"ALMOND DANISH, CROISSANT ALL BUTTER","BLUEBERRY SCONE, PAIN AU CHOCOLAT",0.068764,0.062022,0.022472,0.326797,5.269016,0.018207,1.393306,0.870039,0.344558,0.062241,0.3441,0.6028,High-Lift Affinity Pair
347,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES",SWEET CREAM BUTTER,0.057978,0.107416,0.032809,0.565891,5.268237,0.026581,2.056132,0.860047,0.435665,0.372881,0.415747,0.6881,High-Lift Affinity Pair
348,SWEET CREAM BUTTER,"ORGANIC EGGS DOZEN, STRAWBERRY PRESERVES",0.107416,0.057978,0.032809,0.305439,5.268237,0.026581,1.356285,0.907683,0.435665,0.372881,0.415747,0.6147,High-Lift Affinity Pair
349,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",SWEET CREAM BUTTER,0.034157,0.107416,0.019326,0.565789,5.267287,0.015657,2.055649,0.8388,0.372853,0.599265,0.319053,0.6669,High-Lift Affinity Pair
350,ITALIAN EXTRA VIRGIN OLIVE OIL,"AGED PARMESAN REGGIANO, GARLIC HERB BREADSTICKS",0.115955,0.058876,0.035955,0.310078,5.266584,0.029128,1.3641,0.916383,0.460382,0.411003,0.435156,0.6213,High-Lift Affinity Pair
351,USB-C MULTIPORT ADAPTER,"LARGE DESK PAD BLACK, MONITOR LIGHT BAR",0.101573,0.057978,0.031011,0.30531,5.266001,0.025122,1.356032,0.90169,0.420097,0.339161,0.40411,0.6114,High-Lift Affinity Pair
352,LARGE DESK PAD BLACK,"MONITOR LIGHT BAR, USB-C MULTIPORT ADAPTER",0.101573,0.057978,0.031011,0.30531,5.266001,0.025122,1.356032,0.90169,0.420097,0.339161,0.40411,0.6114,High-Lift Affinity Pair
353,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE",ITALIAN EXTRA VIRGIN OLIVE OIL,0.063371,0.115955,0.038652,0.609929,5.260047,0.031304,2.26637,0.864683,0.471631,0.373802,0.450899,0.7094,High-Confidence Cross-Sell
354,ITALIAN EXTRA VIRGIN OLIVE OIL,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE",0.115955,0.063371,0.038652,0.333333,5.260047,0.031304,1.404944,0.916116,0.471631,0.373802,0.450899,0.6316,High-Lift Affinity Pair
355,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",WATERING CAN GREEN 2L,0.060674,0.114157,0.036404,0.6,5.255906,0.029478,2.214607,0.862041,0.459449,0.386364,0.437423,0.7027,High-Confidence Cross-Sell
356,WATERING CAN GREEN 2L,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",0.114157,0.060674,0.036404,0.318898,5.255906,0.029478,1.379126,0.914088,0.459449,0.386364,0.437423,0.6236,High-Lift Affinity Pair
357,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE","DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",0.060674,0.062022,0.019775,0.325926,5.254965,0.016012,1.391505,0.862005,0.322383,0.0131,0.322364,0.597,High-Lift Affinity Pair
358,"DARK CHOCOLATE BAR 85%, PURE CANE SUGAR","CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE",0.062022,0.060674,0.019775,0.318841,5.254965,0.016012,1.37901,0.863244,0.322383,0.0131,0.322364,0.595,High-Lift Affinity Pair
359,CERAMIC COFFEE MUG,"FRENCH VANILLA SYRUP, PURE CANE SUGAR",0.107416,0.062921,0.035506,0.330544,5.253288,0.028747,1.399761,0.907077,0.447415,0.33,0.431881,0.625,High-Lift Affinity Pair
360,"BLUEBERRY SCONE, CROISSANT ALL BUTTER",CAPPUCCINO CUP & SAUCER,0.059326,0.116854,0.036404,0.613636,5.251311,0.029472,2.28579,0.860629,0.462587,0.411576,0.437231,0.7064,High-Confidence Cross-Sell
361,CAPPUCCINO CUP & SAUCER,"BLUEBERRY SCONE, CROISSANT ALL BUTTER",0.116854,0.059326,0.036404,0.311538,5.251311,0.029472,1.366342,0.91669,0.462587,0.411576,0.437231,0.6213,High-Lift Affinity Pair
362,"HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY",WHITE HANGING HEART T-LIGHT HOLDER,0.057528,0.110112,0.033258,0.578125,5.250319,0.026924,2.109363,0.858949,0.440083,0.391304,0.417872,0.6911,High-Lift Affinity Pair
363,WHITE HANGING HEART T-LIGHT HOLDER,"HEART OF WICKER SMALL, SET OF 3 CAKE TINS PANTRY",0.110112,0.057528,0.033258,0.302041,5.250319,0.026924,1.350325,0.909705,0.440083,0.391304,0.417872,0.6133,High-Lift Affinity Pair
364,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",CERAMIC PLANT POT WHITE,0.060674,0.111461,0.035506,0.585185,5.250149,0.028743,2.142014,0.861819,0.451867,0.371711,0.431752,0.6966,High-Lift Affinity Pair
365,CERAMIC PLANT POT WHITE,"GARDENING GLOVES PAIR, LED GROW LIGHT BULB",0.111461,0.060674,0.035506,0.318548,5.250149,0.028743,1.378419,0.911079,0.451867,0.371711,0.431752,0.6215,High-Lift Affinity Pair
366,"CERAMIC COFFEE MUG, FRENCH VANILLA SYRUP","DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",0.057978,0.062022,0.018876,0.325581,5.24941,0.01528,1.390794,0.859324,0.314965,0.04,0.314786,0.595,High-Lift Affinity Pair
367,SET OF 3 CAKE TINS PANTRY,HEART OF WICKER LARGE,0.106067,0.107416,0.059775,0.563559,5.246525,0.048382,2.045145,0.905435,0.560022,0.008772,0.560011,0.7284,High-Lift Affinity Pair
368,HEART OF WICKER LARGE,SET OF 3 CAKE TINS PANTRY,0.107416,0.106067,0.059775,0.556485,5.246525,0.048382,2.015565,0.906803,0.560022,0.008772,0.560011,0.7264,High-Lift Affinity Pair
369,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES",SWEET CREAM BUTTER,0.053483,0.107416,0.030112,0.563025,5.241553,0.024367,2.042645,0.854942,0.42168,0.412371,0.397285,0.6811,High-Lift Affinity Pair
370,HEART OF WICKER LARGE,"SET OF 3 CAKE TINS PANTRY, WHITE HANGING HEART T-LIGHT HOLDER",0.107416,0.060674,0.034157,0.317992,5.240973,0.02764,1.377294,0.906576,0.440477,0.348993,0.423105,0.6184,High-Lift Affinity Pair
371,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK",SWEET CREAM BUTTER,0.057528,0.107416,0.03236,0.5625,5.236663,0.02618,2.040193,0.858422,0.431878,0.376271,0.41165,0.6841,High-Lift Affinity Pair
372,SWEET CREAM BUTTER,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK",0.107416,0.057528,0.03236,0.301255,5.236663,0.02618,1.348807,0.9064,0.431878,0.376271,0.41165,0.6106,High-Lift Affinity Pair
373,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK, SWEET CREAM BUTTER",WHOLE WHEAT BREAD,0.03236,0.114157,0.019326,0.597222,5.231573,0.015632,2.199334,0.835902,0.383257,0.64311,0.317969,0.6736,High-Lift Affinity Pair
374,"ORGANIC WHOLE MILK, STRAWBERRY PRESERVES",WHOLE WHEAT BREAD,0.053483,0.114157,0.03191,0.596639,5.226461,0.025805,2.196152,0.85436,0.438083,0.44702,0.408383,0.6926,High-Lift Affinity Pair
375,LARGE DESK PAD BLACK,MONITOR LIGHT BAR,0.101573,0.109213,0.057978,0.570796,5.226428,0.046884,2.075441,0.90009,0.55083,0.05,0.550468,0.7262,High-Lift Affinity Pair
376,USB-C MULTIPORT ADAPTER,MONITOR LIGHT BAR,0.101573,0.109213,0.057978,0.570796,5.226428,0.046884,2.075441,0.90009,0.55083,0.05,0.550468,0.7262,High-Lift Affinity Pair
377,MONITOR LIGHT BAR,LARGE DESK PAD BLACK,0.109213,0.101573,0.057978,0.530864,5.226428,0.046884,1.915068,0.90781,0.55083,0.05,0.550468,0.715,High-Lift Affinity Pair
378,MONITOR LIGHT BAR,USB-C MULTIPORT ADAPTER,0.109213,0.101573,0.057978,0.530864,5.226428,0.046884,1.915068,0.90781,0.55083,0.05,0.550468,0.715,High-Lift Affinity Pair
379,PURE CANE SUGAR,"CERAMIC COFFEE MUG, COLOMBIAN ROAST COFFEE",0.110562,0.060674,0.035056,0.317073,5.225836,0.028348,1.375441,0.909162,0.447425,0.366337,0.428016,0.6186,High-Lift Affinity Pair
380,HEART OF WICKER SMALL,SET OF 3 CAKE TINS PANTRY,0.10382,0.106067,0.057528,0.554113,5.224154,0.046516,2.004839,0.902254,0.548243,0.014749,0.548211,0.7206,High-Lift Affinity Pair
381,SET OF 3 CAKE TINS PANTRY,HEART OF WICKER SMALL,0.106067,0.10382,0.057528,0.542373,5.224154,0.046516,1.958319,0.904522,0.548243,0.014749,0.548211,0.7173,High-Lift Affinity Pair
382,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR",ORGANIC POTTING SOIL 10L,0.066067,0.101573,0.035056,0.530612,5.223948,0.028346,1.91404,0.865773,0.437872,0.267797,0.427939,0.6782,High-Lift Affinity Pair
383,ORGANIC POTTING SOIL 10L,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR",0.101573,0.066067,0.035056,0.345133,5.223948,0.028346,1.42614,0.899988,0.437872,0.267797,0.427939,0.626,High-Lift Affinity Pair
384,USB-C MULTIPORT ADAPTER,WIRELESS ERGONOMIC MOUSE,0.101573,0.103371,0.054831,0.539823,5.222201,0.044332,1.948444,0.899917,0.535129,0.011976,0.535108,0.7122,High-Lift Affinity Pair
385,WIRELESS ERGONOMIC MOUSE,USB-C MULTIPORT ADAPTER,0.103371,0.101573,0.054831,0.530435,5.222201,0.044332,1.913317,0.901722,0.535129,0.011976,0.535108,0.7095,High-Lift Affinity Pair
386,MONITOR LIGHT BAR,"MECHANICAL KEYBOARD, USB-C MULTIPORT ADAPTER",0.109213,0.057528,0.032809,0.300412,5.221997,0.026526,1.34718,0.907628,0.435362,0.385906,0.413918,0.6101,High-Lift Affinity Pair
387,"COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%","CERAMIC COFFEE MUG, PURE CANE SUGAR",0.060225,0.062921,0.019775,0.328358,5.21855,0.015986,1.395206,0.86018,0.321322,0.026087,0.321245,0.5951,High-Lift Affinity Pair
388,"CERAMIC COFFEE MUG, PURE CANE SUGAR","COLOMBIAN ROAST COFFEE, DARK CHOCOLATE BAR 85%",0.062921,0.060225,0.019775,0.314286,5.21855,0.015986,1.370506,0.862655,0.321322,0.026087,0.321245,0.5912,High-Lift Affinity Pair
389,GARLIC HERB BREADSTICKS,"AGED PARMESAN REGGIANO, ITALIAN EXTRA VIRGIN OLIVE OIL",0.113708,0.060674,0.035955,0.316206,5.211536,0.029056,1.373696,0.911796,0.454399,0.383117,0.432875,0.619,High-Lift Affinity Pair
390,WIRELESS ERGONOMIC MOUSE,MECHANICAL KEYBOARD,0.103371,0.105169,0.056629,0.547826,5.20903,0.045758,1.978954,0.901182,0.543144,0.011834,0.543124,0.7163,High-Lift Affinity Pair
391,MECHANICAL KEYBOARD,WIRELESS ERGONOMIC MOUSE,0.105169,0.103371,0.056629,0.538462,5.20903,0.045758,1.942697,0.902992,0.543144,0.011834,0.543124,0.7137,High-Lift Affinity Pair
392,"ORGANIC EGGS DOZEN, ORGANIC WHOLE MILK",WHOLE WHEAT BREAD,0.057528,0.114157,0.034157,0.59375,5.201156,0.02759,2.180536,0.857039,0.446481,0.411765,0.421494,0.6935,High-Lift Affinity Pair
393,"CERAMIC COFFEE MUG, DARK CHOCOLATE BAR 85%, FRENCH VANILLA SYRUP",COLOMBIAN ROAST COFFEE,0.028764,0.114157,0.017079,0.59375,5.201156,0.013795,2.180536,0.831657,0.371678,0.678571,0.298042,0.6669,High-Lift Affinity Pair
394,ITALIAN EXTRA VIRGIN OLIVE OIL,"ARTISAN PASTA PENNE, GARLIC HERB BREADSTICKS",0.115955,0.065618,0.039551,0.341085,5.198046,0.031942,1.418062,0.913551,0.471912,0.35443,0.453416,0.6308,High-Lift Affinity Pair
395,"STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",ORGANIC WHOLE MILK,0.058876,0.10427,0.03191,0.541985,5.197914,0.025771,1.955678,0.858139,0.42401,0.34589,0.407267,0.6747,High-Lift Affinity Pair
396,ORGANIC WHOLE MILK,"STRAWBERRY PRESERVES, WHOLE WHEAT BREAD",0.10427,0.058876,0.03191,0.306034,5.197914,0.025771,1.356153,0.901628,0.42401,0.34589,0.407267,0.6083,High-Lift Affinity Pair
397,SET OF 3 CAKE TINS PANTRY,WHITE HANGING HEART T-LIGHT HOLDER,0.106067,0.110112,0.060674,0.572034,5.195002,0.048995,2.079341,0.90332,0.561527,0.026012,0.561429,0.7286,High-Lift Affinity Pair
398,WHITE HANGING HEART T-LIGHT HOLDER,SET OF 3 CAKE TINS PANTRY,0.110112,0.106067,0.060674,0.55102,5.195002,0.048995,1.991032,0.907426,0.561527,0.026012,0.561429,0.7227,High-Lift Affinity Pair
399,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",ALMOND DANISH,0.035955,0.115506,0.021573,0.6,5.194553,0.01742,2.211236,0.837607,0.393385,0.612457,0.334757,0.6753,High-Confidence Cross-Sell
400,CERAMIC COFFEE MUG,"DARK CHOCOLATE BAR 85%, PURE CANE SUGAR",0.107416,0.062022,0.034607,0.322176,5.1945,0.027945,1.383806,0.904664,0.440073,0.336667,0.423987,0.617,High-Lift Affinity Pair
401,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER",ORGANIC WHOLE MILK,0.059775,0.10427,0.03236,0.541353,5.191859,0.026127,1.952986,0.858721,0.425849,0.337884,0.409886,0.6748,High-Lift Affinity Pair
402,ORGANIC WHOLE MILK,"ORGANIC EGGS DOZEN, SWEET CREAM BUTTER",0.10427,0.059775,0.03236,0.310345,5.191859,0.026127,1.363326,0.901377,0.425849,0.337884,0.409886,0.6098,High-Lift Affinity Pair
403,WHITE HANGING HEART T-LIGHT HOLDER,"HEART OF WICKER LARGE, SET OF 3 CAKE TINS PANTRY",0.110112,0.059775,0.034157,0.310204,5.189504,0.027575,1.363048,0.907197,0.440816,0.370861,0.421022,0.6127,High-Lift Affinity Pair
404,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER","ALMOND DANISH, CROISSANT ALL BUTTER",0.06427,0.068764,0.022921,0.356643,5.18648,0.018502,1.447465,0.862632,0.344988,0.040816,0.344791,0.6061,High-Lift Affinity Pair
405,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER","ALMOND DANISH, PAIN AU CHOCOLAT",0.06427,0.064719,0.021573,0.335664,5.18648,0.017414,1.407844,0.862632,0.334499,0.004184,0.334497,0.5979,High-Lift Affinity Pair
406,"ALMOND DANISH, CROISSANT ALL BUTTER","BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",0.068764,0.06427,0.022921,0.333333,5.18648,0.018502,1.403596,0.866795,0.344988,0.040816,0.344791,0.5996,High-Lift Affinity Pair
407,"ALMOND DANISH, PAIN AU CHOCOLAT","BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",0.064719,0.06427,0.021573,0.333333,5.18648,0.017414,1.403596,0.863047,0.334499,0.004184,0.334497,0.5973,High-Lift Affinity Pair
408,WHITE HANGING HEART T-LIGHT HOLDER,"REGENCY CAKESTAND 3 TIER, SET OF 3 CAKE TINS PANTRY",0.110112,0.060674,0.034607,0.314286,5.179894,0.027926,1.36985,0.906795,0.442328,0.363036,0.42339,0.6139,High-Lift Affinity Pair
409,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB",ORGANIC POTTING SOIL 10L,0.060674,0.101573,0.03191,0.525926,5.177811,0.025747,1.895119,0.858986,0.420043,0.313793,0.406478,0.6686,High-Lift Affinity Pair
410,ORGANIC POTTING SOIL 10L,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB",0.101573,0.060674,0.03191,0.314159,5.177811,0.025747,1.369598,0.89809,0.420043,0.313793,0.406478,0.609,High-Lift Affinity Pair
411,GARLIC HERB BREADSTICKS,"ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",0.113708,0.063371,0.037303,0.328063,5.176884,0.030098,1.393925,0.910347,0.458358,0.360129,0.439449,0.6219,High-Lift Affinity Pair
