Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,name_available,description_available,name_char_count,description_char_count,description_word_count,sentiment_available,sentiment_score,sentiment_magnitude,sentiment_sentence_count,sentiment_token_count,sentiment_entity_count,metadata_available,metadata_image_count,vision_labels_per_image_mean,vision_label_score_mean,vision_label_score_max,vision_unique_label_count,vision_colors_per_image_mean,vision_crop_hints_per_image_mean,image_pixels_available,image_pixels_count,image_width_mean,image_width_max,image_height_mean,image_height_max,image_aspect_ratio_mean,image_aspect_ratio_max,image_resolution_pixels_mean,image_resolution_pixels_max,image_brightness_mean,image_brightness_max,image_contrast_mean,image_contrast_max,image_colorfulness_mean,image_colorfulness_max,image_edge_variance_mean,image_edge_variance_max,image_aspect_ratio_sd
1,Perseus,0,307,307,1,1,7,0,2,1,2,2,2,1,1,0,41326,d0b50cd24d16638857b58e5bef4fd18e,0,"He's smart, tidy, he barks already, he was saved from being abandoned at a temple, and now, he is in NEED of a new HOME! Please help him! If not he'll be in the pound, on Thursday morning. Thank you!",a3449e0d0,3.0,1,1,1,7,199,42,1,0.0,0.3,4.0,0.0,4.0,1,3.0,10.0,0.8191542586666667,0.9830975,20.0,9.666666666666666,1.0,1,3.0,366.6666666666667,400.0,333.3333333333333,400.0,1.1388888888888888,1.3333333333333333,120000.0,120000.0,126.60142,140.50134,71.59918,81.42587,15.705165694496758,29.92220292869625,1637.0817,2020.6405,0.2749859704614351
2,Monkey,4,265,266,2,1,4,7,2,2,1,1,1,1,1,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,"Very healthy, fat and playful kitten.",3ddfb6f66,5.0,2,1,1,6,37,6,1,0.9,0.9,1.0,0.0,1.0,1,5.0,9.0,0.766643689111111,0.99327475,13.0,10.0,1.0,1,5.0,506.0,640.0,496.4,526.0,1.012241356441772,1.2403100775193798,253376.0,336640.0,101.04573,143.59563,64.51503,78.959724,24.177998826416392,29.343030908568828,2344.9949,3256.9763,0.18570682829004145
1,,2,218,307,1,2,0,0,1,2,2,1,2,1,1,0,41326,f71dc00bb4f66201e75479eeda98058d,0,"I suggest to keep him indoor.. he is a clever dog, just teach him how to go to the toilet. The puppy suddenly appear in my house, I think somebody had forsaken him in front of my house. There are already 30 dogs in my house, my family doesn't want to adopt dogs anymore, we can just try our best. Although to keep 1 more puppy is not a big problem, but how nice if the puppy can find a better owner?! Thanks.",1f0bb9d58,5.0,1,0,1,0,408,84,1,0.3,2.2,5.0,0.0,15.0,1,5.0,9.8,0.802987517755102,0.9845405,16.0,10.0,1.0,1,5.0,380.0,400.0,320.0,400.0,1.2166666666666663,1.3333333333333333,120000.0,120000.0,111.01793,120.64803,54.604168,66.32404,28.007660157386784,33.474930042502166,2309.5728,3270.2683,0.2333333333333333
1,Bubu,4,307,0,2,3,0,0,3,1,1,1,2,1,1,0,41336,8a0233b9d739d93ab994d980685bd056,0,"Bubu was a walk-in puppy to our home, she was very tiny and thin the first day she came in. At the same day, we kept on finding her new home but no feedback until today, so we're now trying to bring her here at PetFinder. She has dewormed, vaccinated and in good health, very playful as well. We can sponsor spaying fee when she is ready to spay at above month 6th. Just hope she can get a new lovely home.",b1988cdd5,4.0,2,1,1,4,406,84,1,0.3,2.4,5.0,0.0,8.0,1,4.0,9.75,0.7504545946153848,0.9794626,17.0,10.0,1.0,1,4.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,107.73835,134.50298,53.32878,60.939117,36.53814474734449,40.142863242926964,2597.046,2869.7588,0.0
1,Beautiful,4,307,0,2,5,7,0,2,2,2,2,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"Area: Bayan Lepas, Penang. CoContact :",309f63a00,2.0,1,1,1,9,38,5,1,0.0,0.1,2.0,0.0,4.0,1,2.0,9.5,0.7373871026315788,0.97387344,13.0,10.0,1.0,1,2.0,361.0,362.0,479.5,480.0,0.7528705636743215,0.755741127348643,173099.0,173398.0,126.789635,129.98766,48.120163,53.202957,28.41487061824387,32.818473337849255,2058.276,2416.328,0.00287056367432148
1,,2,50,307,3,1,2,4,2,1,2,2,2,1,6,0,41327,4e9f9a3804795b86c27dd86f7fe05029,0,"Puppies up for adoption.. Very tame, active, adorable~ Please give them a home~",beea1e1dd,2.0,4,0,1,0,79,13,1,0.5,1.0,2.0,0.0,3.0,1,2.0,8.5,0.7756309488235293,0.94142485,9.0,10.0,1.0,1,2.0,640.0,640.0,640.0,640.0,1.0,1.0,409600.0,409600.0,109.93496,112.20605,41.881172,43.729885,74.73476640993528,76.37613810225568,3297.0544,3508.8638,0.0
1,Arlo,1,307,307,1,2,0,0,1,1,3,3,2,1,1,0,41335,da3bc8df5d8918bc9d35b5da4dd64836,0,"-rescued from a drain in Kuantan (20th Dec ) -male, around 6 weeks old -healthy -cute and active Characteristic -black colour mouth -fur brown -one paw white -tail black -scared of loud noises I've done a great deed as I've rescued and helped a little puppy, Arlo to find a new loving home. Mission Accomplished! I wish to help more homeless puppies and strays as Arlo really encouraged me to do so. Arlo was scared of living with a family after I brought him home.He was so afraid of us. He was growling at me and wanted to bite. I used 2 hours to get his trust. After 2 hours, he wagged his tail first time in front of me. The next day, he came towards me when I called his name. He let me pet his head the first time without growling at me. After two days, he played with me, listen to me when I trained him and gave me to shake his paw. In two days, Arlo and I had became friends. Arlo is one intelligent puppy that could remember all the tricks I've taught him. On 23th Dec , I found Arlo a family that could spend more time with him and could love him. I was so sad when I sent him to his new family. Even though we had just being together for 2 days, I had so much fun with Arlo. I was so miserable when I see him taken away by his new owner. But, I am glad that Arlo found a better family and I am very happy to see the photos they sent to me, a photo of a very happy Arlo. I will miss Arlo forever!",01dc16c21,3.0,1,1,1,4,1407,289,1,0.2,7.4,18.0,0.0,29.0,1,3.0,7.333333333333333,0.7535201309090909,0.96655345,14.0,10.0,1.0,1,3.0,463.3333333333333,640.0,533.3333333333334,640.0,0.8541666666666666,1.0,256533.33333333334,409600.0,108.62931,120.024536,54.81142,64.639824,27.34013639409441,35.30828303993301,1617.6954,1749.1785,0.20623947784607635
1,Mi Mi,60,218,0,2,2,0,0,2,2,3,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Mimi is a beautiful shaggy terrier, with somewhat sad eyes. She is smart, calm and friendly. Follows commands easily. Weighs around 15 kgs. Looking for a loving home. Reunited with her owner Jacky on March 20. It's been a merry-go-round ride for Mimi, so i am really happy that this great dog is back where she belongs.",aba03a4c5,3.0,1,1,1,5,319,60,1,0.5,4.1,7.0,0.0,8.0,1,3.0,10.0,0.8429400876666667,0.9858531,12.0,10.0,1.0,1,3.0,300.0,300.0,400.0,400.0,0.75,0.75,120000.0,120000.0,109.776184,114.40873,44.835804,48.045605,33.018557906305425,38.831318166062815,2486.713,2567.9385,0.0
1,Basil,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Cute and intelligent puppies looking for a good home. No tying or caging for long hours except for precautionary purposes commitment to neuter him is compulsory Serious adopter pls call me.,111748c15,8.0,2,1,1,5,189,31,1,0.8,1.7,2.0,0.0,6.0,1,8.0,9.75,0.7692363402564103,0.97938347,14.0,10.0,1.0,1,8.0,325.0,400.0,375.0,400.0,0.8958333333333333,1.3333333333333333,120000.0,120000.0,115.609955,133.49596,49.835712,57.947376,45.85517902206426,67.20653200070032,4118.0205,6275.2017,0.25259074277046123
1,Ginger  :::::Neutered:::::,5,307,0,1,1,5,0,3,1,1,1,1,1,1,0,41326,7e3c28c5fdac90b3d4ff3288ac85827e,0,Ginger is tall and lanky for his age. He's obedient and loves to eat. Healthy & tall puppy of 5½ months old. Light cream / vanilla colour Ginger has been fed with homecooked meals or quality biscuits. Done flea treatment. Vaccinated & Dewormed. Stay at home dog. Cats friendly.,e78e9736a,5.0,2,1,1,26,277,47,1,0.3,2.4,8.0,0.0,10.0,1,5.0,8.6,0.7288294844186047,0.97515607,10.0,10.0,1.0,1,5.0,360.0,400.0,340.0,400.0,1.0999999999999999,1.3333333333333333,120000.0,120000.0,124.2146,152.45657,56.84784,61.228394,31.33854738109244,37.674251999731894,3043.3665,5209.947,0.28577380332470403
1,B3,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,"ame of Pet: B3 Age: 1 month (DOB : /) Breed: Mixed/Mongrel Gender: Female Location: Butterworth, Penang Contact: Tan () Email: mddb.",827ac9a9f,1.0,2,1,1,2,132,20,1,0.5,0.5,1.0,0.0,6.0,1,1.0,10.0,0.805266871,0.98821515,10.0,10.0,1.0,1,1.0,400.0,400.0,299.0,299.0,1.3377926421404682,1.3377926421404682,119600.0,119600.0,152.48763,152.48763,66.04434,66.04434,21.32855580597776,21.32855580597776,3472.0515,3472.0515,0.0
2,Bobo,2,265,0,1,1,6,7,1,2,2,1,3,1,1,0,41336,1d01997f82481552b019f2a68ac51679,0,"cutey, loving",fe0e76ddf,1.0,1,1,1,4,13,2,1,0.9,0.9,1.0,0.0,1.0,1,1.0,10.0,0.783000792,0.991722,10.0,10.0,1.0,1,1.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,135.23064,135.23064,57.20985,57.20985,78.65772078575452,78.65772078575452,2784.7698,2784.7698,0.0
2,MIMI(åªåª),36,254,0,2,1,4,7,2,1,3,3,2,1,1,0,41326,e4dfea30f12a368313f9f711852cbe74,0,"這是我朋友的貓咪，他離開馬來西亞了，把他的貓咪交給我。但是我現在養不了，希望有人可以收養它。 It is my friend's pet, he left Malaysia,and he gave me the cat. But I can not raise it now, I hope someone can adopt it. WeChat: Daxixi3 TEL :(SMS only）",1dc24448c,4.0,4,1,1,12,199,38,1,0.3,1.6,5.0,0.0,8.0,1,4.0,10.0,0.796058288,0.99302703,14.0,10.0,1.0,1,4.0,314.5,400.0,320.5,400.0,1.121315835065835,1.8018018018018018,94000.0,104000.0,64.64217,88.38529,36.50994,42.242714,13.851220360283381,15.249952686729484,931.08234,1229.1572,0.5567948074524626
1,"Kiki,Lala,Chloe And Joey",3,307,0,2,1,2,7,2,2,2,1,2,1,1,0,41401,e0f213753425c03ce14319df98976779,0,"Kiki,Lala,Chloe and Joey female 2mth old,dewormed,pls adopt them as they were at temporary a steel factory,pls ctc and giv them a loving home as DBKL had come and warmed the owner of steel factory. Time is lacking as DBKL might removed them anytime. Location : KL",8390dbef8,1.0,4,1,1,24,263,50,1,0.1,0.8,3.0,0.0,12.0,1,1.0,8.0,0.76695868375,0.9556526,8.0,10.0,1.0,1,1.0,640.0,640.0,640.0,640.0,1.0,1.0,409600.0,409600.0,132.48114,132.48114,71.58425,71.58425,36.47932926043031,36.47932926043031,6859.1714,6859.1714,0.0
2,The Three Musketeers,3,265,0,1,1,2,0,2,2,2,1,2,1,3,0,41401,da6c64c056c070bbb5f840d5e233b581,0,"These are part of a 3-kitten litter from a neighbourhood stray. Two are domestic medium-hair, and one is a domestic short hair. They are lovely, hyper kittens in need of a loving home. All three have not yet been vaccinated, therefore no adoption fee required but interested parties shall be required to commit to take the kittens for vet visit and undergo the needed medical requirements at own cost. Location is Taman Melawati, Kuala Lumpur. Potential adopters are required to come see them at this location first before deciding. I will give the address to anyone who is CONFIRMED to come and see them. May be adopted individually but pairs/all three are preferred.",94135f81c,2.0,2,1,1,20,668,116,1,0.1,1.2,8.0,0.0,22.0,1,2.0,10.0,0.8341665055,0.9938386,12.0,10.0,1.0,1,2.0,400.0,400.0,269.5,299.0,1.5022296544035676,1.6666666666666667,107800.0,119600.0,98.6426,102.657524,79.62843,84.64339,23.598734317195206,25.98547328368094,3151.2922,3256.1824,0.16443701226309926
1,MiMi,2,187,307,2,2,7,0,2,1,2,2,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,She born on 12 April . I really hope the animal lovers can adopt her.,2bcab4c4e,2.0,2,1,1,4,69,14,1,0.3,0.7,2.0,0.0,1.0,1,2.0,10.0,0.7803522270000001,0.967393,14.0,10.0,1.0,1,2.0,350.0,400.0,350.0,400.0,1.0416666666666665,1.3333333333333333,120000.0,120000.0,140.81223,150.67508,46.227676,46.814754,36.88238400193164,37.80408123956607,2126.1519,2299.5706,0.29166666666666663
2,,1,265,0,2,2,6,0,2,2,2,2,2,1,1,0,41401,22d9e67d412f25866e09f2c098a6ebef,0,"Hi i found another cute kitty on the street , anyone intrest to adopt this kitty plz contact me at We can meet around kl area",b790a32cf,5.0,1,0,1,0,125,25,1,0.8,0.8,1.0,0.0,5.0,1,5.0,10.0,0.8001098189999999,0.99409723,17.0,10.0,1.0,1,5.0,400.0,400.0,268.0,268.0,1.492537313432836,1.492537313432836,107200.0,107200.0,128.2922,139.26985,72.82743,86.999985,37.04701191834552,42.24368306711437,1636.109,2194.311,0.0
1,Teddy,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41330,45ae4e72799ce0f2e3ab4d314a374b61,0,Found wondering with 2 other siblings and the mom. The mom came up to me and literally grab my hand with both her front paws as if begging me to help her. Brought Teddy and his siblings to a vet. But was advised not to jab due to stress after just rescue. Fleas invested. Brought home and de-fleas with Frontline. Now fleas free and happy. Waiting for an angel to provide love and care.,a2b34e983,5.0,3,1,1,5,386,75,1,0.2,2.4,8.0,0.0,17.0,1,5.0,8.6,0.7759205844186047,0.95473963,14.0,9.8,1.0,1,5.0,340.0,400.0,360.0,400.0,0.9833333333333332,1.3333333333333333,120000.0,120000.0,116.18832,135.98433,67.0141,74.62549,17.79262127987523,49.57025501506085,2436.4692,2893.627,0.28577380332470403
2,Che Tam,4,265,0,2,1,7,0,2,2,2,2,2,1,1,0,41401,856d527187a16f316cad728b63b1cdb7,0,- ACTIVE - MANJA - TOILET TRAINED - NEVER BEEN CAGED,3ac0662c8,3.0,1,1,1,7,52,7,1,0.0,0.0,1.0,0.0,0.0,1,3.0,8.333333333333334,0.777653064,0.9900979,13.0,10.0,1.0,1,3.0,400.0,400.0,302.0,302.0,1.3245033112582782,1.3245033112582782,120800.0,120800.0,105.109825,136.3457,75.73559,80.60701,24.08687517143099,35.659065210476236,2798.5613,3223.942,0.0
2,å°è²,15,266,0,1,4,7,0,3,1,1,1,1,1,1,0,41401,93dfc7e5d65f9772958c411eb3a8b53f,0,"**Urgent!!! Cute Kitty looking for forever home! . Please help to share this urgently. Interested parties, please contact me at. KL Area.",4450245b0,2.0,1,1,1,6,137,21,1,0.2,1.5,5.0,0.0,4.0,1,2.0,8.5,0.7945882305882354,0.99389625,11.0,10.0,1.0,1,2.0,400.0,400.0,309.5,319.0,1.2936259143155695,1.3333333333333333,123800.0,127600.0,124.22804,153.51479,56.996124,63.653,59.1457715343261,67.17275942503801,1925.6097,2369.6003,0.039707419017763756
1,Sweetie,2,307,0,2,1,2,7,2,2,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,The puppy is currently taking shelter at SPCA Seberang Perai. Please contact SPCA Seberang Perai if you are interested to adopt her as your pet.,9df9b11b1,1.0,2,1,1,7,144,25,1,0.0,0.0,2.0,0.0,4.0,1,1.0,9.0,0.78323103,0.95899045,9.0,10.0,1.0,1,1.0,300.0,300.0,225.0,225.0,1.3333333333333333,1.3333333333333333,67500.0,67500.0,144.74693,144.74693,47.710434,47.710434,23.838442643369955,23.838442643369955,2470.6643,2470.6643,0.0
1,Hazel,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,567c1ab71,5.0,1,1,1,5,12,2,1,0.0,0.0,1.0,0.0,1.0,1,5.0,9.2,0.7328903786956522,0.94314367,17.0,10.0,1.0,1,5.0,418.0,640.0,432.0,480.0,1.0486111111111112,1.7777777777777777,169920.0,230400.0,112.19289,117.774864,49.96173,53.912277,23.254677579658132,33.298367125542896,3163.4023,3672.2622,0.5953620902598002
2,Bubu,12,265,0,2,3,0,0,2,2,2,2,2,1,1,0,41336,5553e2d054b08205dfd88080464cec15,0,"She's very tame, not even a single claw is out if you play with her. She also has a very nice eyes. Reason for adoption: I have been adopting this cat since she was 2 or 3 months old. Now I have to let her go since I need to move to another town for a new job. I hope she can find good adopter because I'm afraid that she will not survive if I let it go at some other place like market or restaurant.",185ea5010,3.0,1,1,1,4,400,88,1,0.3,2.3,5.0,0.0,10.0,1,3.0,10.0,0.78586702,0.9946816,15.0,10.0,1.0,1,3.0,395.3333333333333,400.0,354.3333333333333,400.0,1.1619708491761724,1.520912547528517,139866.66666666666,160000.0,163.07625,228.68137,65.64263,109.26745,31.75178888970179,36.17192206954439,2866.4463,3319.1855,0.2542119943564809
2,Susu The Cat,18,265,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,58daf3e7ad33d15f8d5a24c209c290f4,0,"- adoption fee IS A MUST (iaitu TANGGUNG KOS NEUTER DI SEKSYEN 3, BANGI) - dah divaksin and deworm - feed on Blackwood only - mother of 2 kitten (baru cerai susu) - toilet train since birth - stok Blackwood sementara akan diberi",7b84a3913,4.0,1,1,1,12,228,37,0,,,,,,1,4.0,9.75,0.7638281228205128,0.99370396,18.0,10.0,1.0,1,4.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,93.18458,136.83372,52.420074,68.7127,29.095994977450488,34.891330331573016,1978.3915,5567.545,0.0
2,Velvet,3,264,0,2,2,6,0,1,3,2,1,2,1,1,0,41332,c19fc47db363e9ac131d0ecbf25b9839,1,"A real beauty. Long hair, soft. Gentle and extremely manja. Pls call me to view.",951556f0a,4.0,3,1,1,6,80,15,1,0.3,1.4,4.0,0.0,2.0,1,4.0,8.5,0.7957798008823529,0.9905999,13.0,10.0,1.0,1,4.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,126.00467,159.66093,61.109833,64.626686,42.29125170302669,60.499818199196625,3887.1016,4724.821,0.0
2,Blacky,1,266,0,1,1,0,0,1,2,2,2,2,1,1,0,41326,6ad17ba0f0a88487fa4eb2a8f799f4eb,0,"rescued the pet. in need of new home. so active, playfull.",d9a2f1a7e,3.0,3,1,1,6,58,11,1,0.3,1.0,3.0,0.0,3.0,1,3.0,7.666666666666667,0.7362327195652175,0.983433,16.0,10.0,1.0,1,3.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,121.32676,156.35303,68.10193,69.082085,31.185993445279482,38.4447835213265,3293.7578,5104.3267,0.0
2,Charlie And Lola,32,266,266,3,3,6,0,2,1,1,1,1,1,2,0,41401,483ad353d9269f059b305aae84e8ba10,0,"They are looking for urgent home. Charlie and Lola met each other in their life path. Adopted Charlie and raised him since he was 2 months old. Few months later Charlie met Lola in a cat hotel, they fall in love. It came to my attention Lola was rescued and she need a home. They have been happily living like a king and queen ever since. Unfortunately I must leave the country and I am looking for some kind people who take care of them. They've been raised inside apartment and they don't have skills to survive in outside world.",14631d97b,6.0,4,1,1,16,531,102,1,0.2,2.6,8.0,0.0,17.0,1,6.0,8.666666666666666,0.8098824132692306,0.99350286,22.0,10.0,1.0,1,6.0,500.0,640.0,486.6666666666667,640.0,1.0601851851851851,1.7777777777777777,244266.66666666666,409600.0,131.15414,168.85811,68.18891,77.566444,36.5031653380208,46.13065474991405,3187.0842,4695.898,0.3833657617344475
1,Millie,60,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41401,3e07cddf1f58d2f19a4096e67eabc872,0,She is a very sweet dog who loves a lot of attention and is great with children. We previously adopted her from the SPCA. Her previous owner removed her voice therefore she is unable to bark.,d0b5fece1,7.0,3,1,1,6,191,36,1,0.1,1.6,3.0,0.0,7.0,1,7.0,10.0,0.776719157,0.9902937,23.0,10.0,1.0,1,7.0,349.0,400.0,357.14285714285717,400.0,1.0153571428571428,1.3333333333333333,122457.14285714286,137200.0,138.89423,188.66832,57.07538,67.06441,48.899855274926054,76.97760363212299,2721.5552,3842.286,0.2776145041693068
1,Toby And Norton,24,307,307,1,1,7,0,2,2,1,1,1,1,2,0,41401,45bb1f47b271fb8fb2a66f043363e708,0,"Toby is the most lovely dog. We rescued him as a puppy, he is loving and friendly, playful and a very good guard dog. Unfortunately it takes over 7 months to bring a pet back to Australia and we are relocating back. Norton is a cross Staffi we bought to Malaysia from Australia. As with Toby, Norton is the most loving and friendly dog, very intelligent, he LOVES catching the ball and going for walks. He does love his comforts and his own bed.",bf2f22377,5.0,4,1,1,15,445,84,1,0.6,3.8,6.0,0.0,15.0,1,5.0,8.0,0.7716375257500001,0.97313285,19.0,10.0,1.0,1,5.0,358.4,360.0,479.2,480.0,0.7479114365411437,0.75,171746.4,172800.0,127.95779,173.19432,52.947468,62.58628,23.447672428708202,28.70401797694468,3067.776,3931.2488,0.0017461762713436159
1,Goldie,14,307,0,1,3,0,0,3,2,1,1,1,1,1,0,41332,252ed5a75b2c137817bcc536ff284493,0,"His name is Goldie, he is 1 year 2 months old. Very playful, handsome and adorable. I believe he was well trained by his previous owner. I found him nearby our Nilai street, he was underweight before that, but he has now been rehibilitated and he is now one healthy happy dog ready for a family. I hope there is someone reading this post is interested to take care of him. Thanks!",f7b84bc3b,2.0,4,1,1,6,380,72,1,0.4,2.6,6.0,0.0,11.0,1,2.0,8.0,0.76969088375,0.9596619,11.0,10.0,1.0,1,2.0,312.5,400.0,312.5,400.0,1.1701388888888888,1.7777777777777777,90000.0,90000.0,108.72148,117.25607,52.058273,65.08787,43.37886071093105,46.192687240324275,2628.2627,4018.111,0.6076388888888888
1,Milo,1,307,0,1,2,0,0,2,1,2,2,2,1,7,1,41326,7302b42e49472fde4317cb92251454da,0,Puppy for adoption,e570d64ac,4.0,2,1,1,4,18,3,1,0.1,0.1,1.0,0.0,2.0,1,4.0,9.5,0.759089949473684,0.97867405,12.0,10.0,1.0,1,4.0,640.0,640.0,640.0,640.0,1.0,1.0,409600.0,409600.0,126.92205,145.22794,64.04851,75.70837,30.272058628821284,43.345546316674735,2479.733,3444.4731,0.0
2,Ginger,14,299,0,1,3,0,0,2,1,3,3,1,1,1,0,41326,abe170a0deaad7ab50a8ac26bd0f3cf4,0,"Ginger is a healthy and adorable golden tabby who is in need of a new home. He can't get along with other cats but is extremely loyal to his owner. He's a sweet young thing. Sadly my house if full of rescued and traumatized animals at the moment and they can't get along. In addition, my house owner's cat and himself can't get along well. He is perfectly suitable for somebody who is looking for a single pet and who loves to spend their time stroking their pet. Pls help spread the word. Thank you for your compassion ♥",2185647c2,1.0,4,1,1,6,521,103,1,0.3,4.6,8.0,0.0,16.0,1,1.0,9.0,0.7786950477777778,0.9941121,9.0,10.0,1.0,1,1.0,300.0,300.0,400.0,400.0,0.75,0.75,120000.0,120000.0,109.39039,109.39039,60.09849,60.09849,28.308007724389867,28.308007724389867,1322.4674,1322.4674,0.0
1,Mia,3,307,0,2,2,6,0,2,1,2,1,2,1,1,0,41326,d21f689eab9b3faa1b738ecc836b4b36,0,Two-and-a-half month old girl. Very manja and cute.,8111f6d4a,1.0,2,1,1,3,51,11,1,0.3,0.7,2.0,0.0,1.0,1,1.0,10.0,0.746130791,0.9848594,10.0,10.0,1.0,1,1.0,400.0,400.0,268.0,268.0,1.492537313432836,1.492537313432836,107200.0,107200.0,125.1833,125.1833,54.121616,54.121616,42.69103121507948,42.69103121507948,3595.8088,3595.8088,0.0
2,Mimi,18,285,266,1,3,0,0,2,3,1,1,2,1,2,0,41401,220365de42eebd098a2a1573110194a4,0,The two cats have been staying together since young. I hope the new owner will not separate them.,ab10e0e8c,2.0,2,1,1,4,97,18,1,0.0,0.3,2.0,0.0,2.0,1,2.0,9.5,0.7414121105263158,0.9933285,11.0,10.0,1.0,1,2.0,400.0,400.0,300.0,300.0,1.3333333333333333,1.3333333333333333,120000.0,120000.0,70.22017,75.984215,32.70449,34.509403,26.400220277283502,27.037958677475807,1544.6119,1721.2379,0.0
2,HANEDA NEKO-SAN,7,266,0,2,3,4,7,2,1,3,3,3,1,1,0,41401,16c1546fd0f1a8f0a74aa3db8c33abed,0,"Kitty followed me home after I got down from a bus. I am unable to foster her as I have other 4 rescued cats staying with me now. I named her Haneda Neko-san and hoping that she will find a good loving family who will care for her. She is very well-behaved, quiet and sits quietly on the floor when I stayed in the room doing my work. She will be a loving companion for any home.",ef5b463d4,1.0,4,1,1,15,379,79,1,0.5,3.1,5.0,0.0,11.0,1,1.0,10.0,0.8004375360000001,0.99444973,10.0,10.0,1.0,1,1.0,400.0,400.0,270.0,270.0,1.4814814814814814,1.4814814814814814,108000.0,108000.0,125.69841,125.69841,46.85078,46.85078,32.16776013617576,32.16776013617576,1580.1525,1580.1525,0.0
1,Afro And Afri,24,307,0,2,1,0,0,2,1,1,1,1,1,2,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,Afro and Afro are active siblings that need a place to call home. .So if you can find it in your dog loving heart to take them into your home please call or whatsapp me at. Adopt for life.,45d1d74ca,6.0,4,1,1,13,188,39,1,0.5,1.7,3.0,0.0,8.0,1,6.0,9.0,0.7466716622222221,0.9724102,18.0,10.0,1.0,1,6.0,270.0,270.0,480.0,480.0,0.5625,0.5625,129600.0,129600.0,119.30698,142.11314,61.194336,68.48957,23.747114877626007,42.943734947752176,3578.5388,4951.238,0.0
1,Jesse,12,20,0,2,1,2,7,1,1,1,1,1,1,1,300,41336,74f948f57b5ac2ac0ae60fe0b0076ea7,0,Jesse is a very active girl great at sniffing foreign objects. She enjoys a belly rub.,60e5899e2,1.0,1,1,1,5,86,16,1,0.7,1.4,2.0,0.0,4.0,1,1.0,10.0,0.8710775720000001,0.96215564,10.0,10.0,1.0,1,1.0,360.0,360.0,480.0,480.0,0.75,0.75,172800.0,172800.0,100.21781,100.21781,50.92851,50.92851,24.292321647657086,24.292321647657086,2867.9453,2867.9453,0.0
2,Stray Cat Needs Home,12,266,0,1,7,0,0,3,1,3,3,2,2,1,0,41326,5757e387804391c904713ce77949ea13,0,Very tame Clear blue eye Area: Kota Kemuning,5451356cb,3.0,4,1,1,20,44,8,1,0.3,0.3,1.0,0.0,4.0,1,3.0,10.0,0.7752859856666666,0.9929752,15.0,10.0,1.0,1,3.0,640.0,640.0,478.0,478.0,1.3389121338912133,1.3389121338912133,305920.0,305920.0,119.09045,122.13226,57.030655,61.876316,16.93719165667686,19.248286572047498,2424.379,2502.8206,0.0
2,Ham Ham,2,265,0,1,2,7,0,1,2,2,1,2,1,1,0,41327,86552e2f34c929a01f7841cbd8865b20,0,Very active and tame.,884ccfdad,2.0,3,1,1,7,21,4,1,0.7,0.7,1.0,0.0,0.0,1,2.0,10.0,0.8494946845,0.9947339,14.0,10.0,1.0,1,2.0,263.5,400.0,225.0,225.0,1.171111111111111,1.7777777777777777,59287.5,90000.0,117.15991,121.21164,57.936523,59.87427,34.39394398015476,35.46118064280383,4353.342,6879.141,0.6066666666666666
2,WAWA,12,266,0,2,6,7,0,2,1,1,1,1,1,1,0,41401,638b74ed6b098c239184625b1211ecee,0,LOOKING FOR A FOREVER HOME FOR HER,e6dc7116d,1.0,4,1,1,4,34,7,1,0.3,0.3,1.0,0.0,2.0,1,1.0,10.0,0.8473801780000001,0.9932101,10.0,10.0,1.0,1,1.0,356.0,356.0,400.0,400.0,0.89,0.89,142400.0,142400.0,99.94108,99.94108,41.70959,41.70959,18.38751115060491,18.38751115060491,1488.3528,1488.3528,0.0
